,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
8139,36,services,single,basic.9y,no,no,no,telephone,jun,tue,70,0,basic
8140,26,admin.,married,high.school,no,no,no,telephone,jun,tue,48,0,intermediate
8141,40,admin.,married,high.school,no,no,no,telephone,jun,tue,201,0,intermediate
8142,48,blue-collar,married,basic.4y,,no,no,telephone,jun,tue,182,0,basic
8143,40,blue-collar,married,basic.9y,,yes,no,telephone,jun,tue,150,0,basic
8144,43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,0,advanced
8145,49,services,married,high.school,,yes,no,telephone,jun,tue,86,0,intermediate
8146,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,67,0,advanced
8147,56,management,married,basic.4y,,yes,no,telephone,jun,tue,197,0,basic
8148,48,housemaid,married,high.school,no,no,no,telephone,jun,tue,87,0,intermediate
8149,44,entrepreneur,married,basic.6y,,no,yes,telephone,jun,tue,75,0,basic
8150,57,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,450,0,basic
8151,30,technician,single,university.degree,no,no,no,telephone,jun,tue,174,0,advanced
8152,34,blue-collar,married,basic.6y,,no,no,telephone,jun,tue,180,0,basic
8153,34,technician,married,university.degree,no,no,no,telephone,jun,tue,20,0,advanced
8154,46,unemployed,married,basic.6y,,yes,no,telephone,jun,tue,179,0,basic
8155,32,services,married,high.school,no,yes,no,telephone,jun,tue,73,0,intermediate
8156,48,admin.,married,professional.course,,no,no,telephone,jun,tue,55,0,advanced
8157,46,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,222,0,basic
8158,38,technician,single,university.degree,no,yes,no,telephone,jun,tue,267,0,advanced
8159,43,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,tue,69,0,basic
8160,41,management,married,,,no,no,telephone,jun,tue,200,0,
8161,36,services,single,basic.6y,,no,no,telephone,jun,tue,63,0,basic
8162,48,blue-collar,divorced,basic.4y,,yes,no,telephone,jun,tue,332,0,basic
8163,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,542,0,basic
8164,43,entrepreneur,married,basic.9y,no,no,no,telephone,jun,tue,301,0,basic
8165,46,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,207,0,basic
8166,55,blue-collar,divorced,basic.4y,,no,yes,telephone,jun,tue,115,0,basic
8167,44,blue-collar,single,basic.4y,no,yes,no,telephone,jun,tue,159,0,basic
8168,24,services,single,high.school,no,yes,no,telephone,jun,tue,117,0,intermediate
8169,58,retired,married,basic.4y,no,yes,no,telephone,jun,tue,159,0,basic
8170,41,unemployed,married,university.degree,,no,no,telephone,jun,tue,238,0,advanced
8171,29,management,single,university.degree,no,no,no,telephone,jun,tue,161,0,advanced
8172,26,technician,single,university.degree,no,no,no,telephone,jun,tue,1173,1,advanced
8173,32,management,married,high.school,no,no,no,telephone,jun,tue,206,0,intermediate
8174,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,438,0,basic
8175,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,250,0,basic
8176,33,technician,married,professional.course,no,no,yes,telephone,jun,tue,46,0,advanced
8177,38,admin.,married,high.school,no,no,no,telephone,jun,tue,147,0,intermediate
8178,36,blue-collar,single,high.school,no,no,no,telephone,jun,tue,275,0,intermediate
8179,35,blue-collar,married,,no,no,no,telephone,jun,tue,26,0,
8180,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,963,1,basic
8181,41,blue-collar,married,basic.6y,no,,,telephone,jun,tue,202,0,basic
8182,37,blue-collar,married,basic.6y,,no,no,telephone,jun,tue,50,0,basic
8183,39,housemaid,married,basic.9y,no,no,no,telephone,jun,tue,236,0,basic
8184,33,technician,married,university.degree,,yes,no,telephone,jun,tue,272,0,advanced
8185,43,technician,married,professional.course,no,yes,no,telephone,jun,tue,112,0,advanced
8186,47,blue-collar,married,basic.4y,,no,no,telephone,jun,tue,384,0,basic
8187,33,admin.,married,high.school,no,yes,no,telephone,jun,tue,361,0,intermediate
8188,40,blue-collar,married,basic.6y,,yes,no,telephone,jun,tue,49,0,basic
8189,31,services,single,high.school,no,yes,no,telephone,jun,tue,953,0,intermediate
8190,34,admin.,married,university.degree,no,yes,no,telephone,jun,tue,148,0,advanced
8191,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,233,0,basic
8192,35,blue-collar,married,basic.4y,,no,no,telephone,jun,tue,409,0,basic
8193,35,technician,married,university.degree,,no,no,telephone,jun,tue,194,0,advanced
8194,59,retired,single,high.school,no,no,yes,telephone,jun,tue,103,0,intermediate
8195,42,admin.,single,high.school,no,no,no,telephone,jun,tue,579,0,intermediate
8196,32,blue-collar,single,high.school,no,no,no,telephone,jun,tue,956,1,intermediate
8197,48,admin.,married,high.school,no,no,yes,telephone,jun,tue,183,0,intermediate
8198,46,technician,married,professional.course,no,no,no,telephone,jun,tue,117,0,advanced
8199,41,unemployed,divorced,high.school,no,no,no,telephone,jun,tue,175,0,intermediate
8200,29,admin.,married,high.school,no,yes,no,telephone,jun,tue,186,0,intermediate
8201,38,student,single,university.degree,no,,,telephone,jun,tue,23,0,advanced
8202,30,blue-collar,single,basic.4y,,yes,no,telephone,jun,tue,256,0,basic
8203,38,unemployed,married,professional.course,no,no,no,telephone,jun,tue,68,0,advanced
8204,50,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,157,0,advanced
8205,37,services,married,high.school,,yes,no,telephone,jun,tue,132,0,intermediate
8206,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,131,0,basic
8207,52,management,divorced,university.degree,,no,no,telephone,jun,tue,43,0,advanced
8208,40,blue-collar,divorced,basic.9y,,no,no,telephone,jun,tue,479,0,basic
8209,50,,single,,,yes,no,telephone,jun,tue,363,0,
8210,36,entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,56,0,advanced
8211,41,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,201,0,basic
8212,50,housemaid,single,,no,no,yes,telephone,jun,tue,517,0,
8213,38,technician,married,basic.9y,no,yes,no,telephone,jun,tue,447,0,basic
8214,51,retired,divorced,university.degree,no,yes,yes,telephone,jun,tue,342,0,advanced
8215,38,services,married,high.school,,no,yes,telephone,jun,tue,135,0,intermediate
8216,38,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,119,0,basic
8217,55,management,married,university.degree,no,yes,no,telephone,jun,tue,22,0,advanced
8218,58,technician,married,professional.course,no,yes,yes,telephone,jun,tue,150,0,advanced
8219,41,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,110,0,basic
8220,31,management,single,university.degree,no,no,no,telephone,jun,tue,166,0,advanced
8221,36,management,married,university.degree,,no,no,telephone,jun,tue,65,0,advanced
8222,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,404,0,basic
8223,33,blue-collar,single,basic.9y,,yes,no,telephone,jun,tue,280,0,basic
8224,42,services,married,high.school,,no,no,telephone,jun,tue,157,0,intermediate
8225,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,170,0,basic
8226,49,technician,married,high.school,no,yes,no,telephone,jun,tue,80,0,intermediate
8227,58,retired,married,basic.4y,no,no,no,telephone,jun,tue,164,0,basic
8228,51,self-employed,married,university.degree,,yes,no,telephone,jun,tue,34,0,advanced
8229,38,blue-collar,married,basic.6y,,yes,no,telephone,jun,tue,258,0,basic
8230,48,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,291,0,basic
8231,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,126,0,basic
8232,49,technician,married,basic.6y,,no,no,telephone,jun,tue,88,0,basic
8233,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,941,1,basic
8234,35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,349,0,basic
8235,60,retired,divorced,basic.4y,,yes,no,telephone,jun,tue,131,0,basic
8236,37,admin.,single,high.school,no,yes,no,telephone,jun,tue,384,0,intermediate
8237,31,blue-collar,single,high.school,no,yes,yes,telephone,jun,tue,440,0,intermediate
8238,44,admin.,single,university.degree,no,no,yes,telephone,jun,tue,143,0,advanced
8239,38,admin.,single,university.degree,no,yes,no,telephone,jun,tue,284,0,advanced
8240,40,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,161,0,basic
8241,30,self-employed,married,professional.course,no,yes,no,telephone,jun,tue,123,0,advanced
8242,36,student,single,basic.9y,no,yes,no,telephone,jun,tue,771,0,basic
8243,50,blue-collar,married,basic.6y,,yes,no,telephone,jun,tue,103,0,basic
8244,28,admin.,single,high.school,no,no,no,telephone,jun,tue,132,0,intermediate
8245,50,services,married,high.school,,yes,no,telephone,jun,tue,235,0,intermediate
8246,48,management,married,university.degree,no,yes,yes,telephone,jun,tue,1025,1,advanced
8247,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,45,0,basic
8248,56,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,21,0,advanced
8249,56,entrepreneur,married,,,yes,no,telephone,jun,tue,536,0,
8250,27,admin.,married,basic.9y,no,yes,no,telephone,jun,tue,243,0,basic
8251,49,blue-collar,married,basic.4y,,yes,yes,telephone,jun,tue,131,0,basic
8252,52,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,316,0,basic
8253,35,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,192,0,basic
8254,34,technician,married,professional.course,no,no,yes,telephone,jun,tue,145,0,advanced
8255,50,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,288,0,basic
8256,29,admin.,single,basic.9y,,no,yes,telephone,jun,tue,569,0,basic
8257,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,23,0,basic
8258,40,admin.,married,high.school,no,yes,no,telephone,jun,tue,406,0,intermediate
8259,37,self-employed,married,basic.9y,,yes,no,telephone,jun,tue,106,0,basic
8260,37,services,married,high.school,no,no,no,telephone,jun,tue,393,0,intermediate
8261,57,blue-collar,married,high.school,,no,no,telephone,jun,tue,171,0,intermediate
8262,31,admin.,single,university.degree,no,yes,no,telephone,jun,tue,116,0,advanced
8263,40,admin.,single,high.school,no,no,yes,telephone,jun,tue,25,0,intermediate
8264,30,blue-collar,married,,no,no,yes,telephone,jun,tue,118,0,
8265,43,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,75,0,basic
8266,35,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,54,0,intermediate
8267,29,services,single,university.degree,,no,yes,telephone,jun,tue,235,0,advanced
8268,38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,404,0,basic
8269,46,blue-collar,married,basic.6y,no,no,yes,telephone,jun,tue,179,0,basic
8270,47,technician,single,professional.course,,no,no,telephone,jun,tue,126,0,advanced
8271,39,admin.,married,university.degree,no,no,no,telephone,jun,tue,102,0,advanced
8272,42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,0,basic
8273,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,0,basic
8274,39,self-employed,married,university.degree,,yes,no,telephone,jun,tue,123,0,advanced
8275,57,technician,married,professional.course,no,yes,no,telephone,jun,tue,194,0,advanced
8276,38,admin.,single,university.degree,,yes,no,telephone,jun,tue,992,1,advanced
8277,47,management,married,basic.4y,,yes,no,telephone,jun,tue,100,0,basic
8278,37,management,married,university.degree,no,no,no,telephone,jun,tue,303,0,advanced
8279,41,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732,1,basic
8280,41,services,married,high.school,no,no,no,telephone,jun,tue,366,0,intermediate
8281,42,technician,married,university.degree,,no,no,telephone,jun,tue,228,0,advanced
8282,38,blue-collar,married,basic.6y,,no,no,telephone,jun,tue,14,0,basic
8283,46,admin.,single,university.degree,,no,no,telephone,jun,tue,193,0,advanced
8284,31,blue-collar,single,basic.9y,,yes,no,telephone,jun,tue,409,0,basic
8285,32,technician,married,professional.course,no,yes,no,telephone,jun,tue,220,0,advanced
8286,46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,231,0,basic
8287,59,entrepreneur,married,,no,no,no,telephone,jun,tue,242,0,
8288,55,,married,basic.4y,,yes,no,telephone,jun,tue,216,0,basic
8289,53,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,119,0,advanced
8290,43,unemployed,married,professional.course,no,no,no,telephone,jun,tue,41,0,advanced
8291,49,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,tue,495,0,basic
8292,50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,0,basic
8293,26,blue-collar,single,high.school,no,no,no,telephone,jun,tue,185,0,intermediate
8294,30,technician,single,university.degree,,no,no,telephone,jun,tue,722,0,advanced
8295,40,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,240,0,basic
8296,43,retired,married,basic.9y,,no,no,telephone,jun,tue,455,0,basic
8297,53,admin.,married,high.school,no,no,no,telephone,jun,tue,138,0,intermediate
8298,25,admin.,married,university.degree,,yes,no,telephone,jun,tue,361,0,advanced
8299,48,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,418,0,advanced
8300,27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,208,0,basic
8301,53,admin.,married,high.school,no,no,no,telephone,jun,tue,177,0,intermediate
8302,44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249,0,basic
8303,54,management,married,university.degree,no,no,no,telephone,jun,tue,84,0,advanced
8304,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,0,basic
8305,32,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,299,0,advanced
8306,29,entrepreneur,married,high.school,,yes,no,telephone,jun,tue,284,0,intermediate
8307,43,admin.,married,high.school,no,yes,no,telephone,jun,tue,282,0,intermediate
8308,43,management,married,university.degree,no,yes,yes,telephone,jun,tue,435,0,advanced
8309,36,services,married,high.school,,yes,no,telephone,jun,tue,120,0,intermediate
8310,45,blue-collar,married,basic.4y,,yes,yes,telephone,jun,tue,825,0,basic
8311,34,services,married,high.school,no,no,no,telephone,jun,tue,51,0,intermediate
8312,38,services,married,high.school,,no,no,telephone,jun,tue,253,0,intermediate
8313,53,housemaid,married,basic.4y,no,,,telephone,jun,tue,259,0,basic
8314,57,technician,divorced,,no,yes,yes,telephone,jun,tue,237,0,
8315,38,blue-collar,married,basic.6y,,no,no,telephone,jun,tue,1045,1,basic
8316,41,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,110,0,basic
8317,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,188,0,basic
8318,35,technician,married,,,yes,no,telephone,jun,tue,320,0,
8319,39,admin.,married,university.degree,no,yes,no,telephone,jun,tue,231,0,advanced
8320,31,services,married,high.school,,yes,no,telephone,jun,tue,170,0,intermediate
8321,50,admin.,married,high.school,no,no,no,telephone,jun,tue,58,0,intermediate
8322,30,admin.,married,high.school,no,yes,no,telephone,jun,tue,615,0,intermediate
8323,50,blue-collar,married,basic.4y,,no,yes,telephone,jun,tue,676,0,basic
8324,49,management,divorced,university.degree,,yes,no,telephone,jun,tue,165,0,advanced
8325,37,admin.,married,university.degree,no,no,no,telephone,jun,tue,192,0,advanced
8326,47,blue-collar,divorced,basic.9y,,no,yes,telephone,jun,tue,258,0,basic
8327,43,admin.,divorced,high.school,no,no,no,telephone,jun,tue,319,0,intermediate
8328,29,admin.,divorced,professional.course,no,yes,no,telephone,jun,tue,860,0,advanced
8329,31,housemaid,married,high.school,no,no,no,telephone,jun,tue,680,0,intermediate
8330,38,entrepreneur,married,basic.6y,no,no,yes,telephone,jun,tue,165,0,basic
8331,43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,0,advanced
8332,29,admin.,single,high.school,no,yes,no,telephone,jun,tue,235,0,intermediate
8333,35,admin.,married,high.school,no,yes,yes,telephone,jun,tue,173,0,intermediate
8334,54,technician,married,university.degree,,no,no,telephone,jun,tue,294,0,advanced
8335,27,management,single,university.degree,no,yes,no,telephone,jun,tue,216,0,advanced
8336,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,177,0,basic
8337,30,services,married,high.school,no,no,yes,telephone,jun,tue,220,0,intermediate
8338,30,admin.,single,high.school,,no,no,telephone,jun,tue,641,0,intermediate
8339,43,unemployed,married,basic.9y,no,no,no,telephone,jun,tue,633,0,basic
8340,32,admin.,single,university.degree,no,no,no,telephone,jun,tue,94,0,advanced
8341,34,admin.,single,university.degree,no,no,no,telephone,jun,tue,35,0,advanced
8342,44,blue-collar,single,,,yes,no,telephone,jun,tue,828,0,
8343,31,unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,35,0,basic
8344,29,admin.,married,basic.9y,no,no,no,telephone,jun,tue,263,0,basic
8345,51,self-employed,married,university.degree,,no,no,telephone,jun,tue,143,0,advanced
8346,58,technician,married,university.degree,no,yes,no,telephone,jun,tue,108,0,advanced
8347,33,blue-collar,married,basic.9y,,no,no,telephone,jun,tue,164,0,basic
8348,52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,0,advanced
8349,57,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,43,0,basic
8350,24,admin.,single,high.school,no,no,no,telephone,jun,tue,768,1,intermediate
8351,27,unemployed,married,high.school,no,no,no,telephone,jun,tue,327,0,intermediate
8352,42,admin.,married,university.degree,,yes,no,telephone,jun,tue,215,0,advanced
8353,30,services,married,university.degree,,yes,no,telephone,jun,tue,200,0,advanced
8354,28,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,320,0,basic
8355,31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,801,1,basic
8356,32,blue-collar,married,basic.6y,no,,,telephone,jun,tue,31,0,basic
8357,33,blue-collar,single,basic.9y,,yes,no,telephone,jun,tue,114,0,basic
